"","ID","Biome","State","Latitude","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time"
"849","RMO 231","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.775397177,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,5,21
"850","RMO 232","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.920233357,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,4,24
"851","RMO 233","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"M",1,2.800080311,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,5,24
"852","RMO 234","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,3.015162217,25,NA,NA,28,NA,1,0.0357142857142857,0.04,3,0.333333333333333,NA,3,28
"853","RMO 235","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.729202268,26,NA,NA,28,NA,1,0.0357142857142857,0.0384615384615385,2,0.5,NA,3,28
"854","RMO 236","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.895188435,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"855","RMO 237","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.880540871,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"856","RMO 238","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.834059138,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,5,25
"857","RMO 239","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.899451678,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,4,27
"858","RMO 240","Amazon","Rondonia",-9.223,"RMO",6,"A",20,"F",0,2.842367247,31,NA,NA,34,NA,1,0.0294117647058824,0.032258064516129,3,0.333333333333333,NA,6,34
"859","RMO 241","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.721223355,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"860","RMO 242","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"",NA,NA,NA,NA,17,NA,17,0,NA,NA,NA,NA,0.0588235294117647,NA,17
"861","RMO 243","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.528611477,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,3,18
"862","RMO 244","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"M",1,2.688179964,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"863","RMO 245","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.82799021,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,4,23
"864","RMO 246","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.625596993,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,3,15
"865","RMO 247","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.684588149,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"866","RMO 248","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"M",1,2.694786686,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"867","RMO 249","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"M",1,2.911426566,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,4,20
"868","RMO 250","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"M",1,2.987676034,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,4,23
"869","RMO 251","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"M",1,2.698023231,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,3,15
"870","RMO 252","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.716689585,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"871","RMO 253","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.58420638,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"872","RMO 254","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.629100805,20,NA,NA,21,NA,1,0.0476190476190476,0.05,1,1,NA,4,21
"873","RMO 255","Amazon","Rondonia",-9.223,"RMO",6,"B",24,"F",0,2.927221425,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,3,23
"874","RMO 256","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.458134336,11,NA,NA,12,NA,1,0.0833333333333333,0.0909090909090909,1,1,NA,2,12
"875","RMO 257","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"",0,2.449513329,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"876","RMO 258","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.61634041,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"877","RMO 259","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"M",1,2.668659657,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"878","RMO 260","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.347325874,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,1,18
"879","RMO 261","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.547717845,10,NA,NA,12,NA,1,0.0833333333333333,0.1,2,0.5,NA,2,12
"880","RMO 262","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.597172114,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"881","RMO 263","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.784458198,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"882","RMO 264","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"M",1,2.64134622,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"883","RMO 265","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"",NA,NA,NA,9,NA,NA,9,0,NA,NA,NA,NA,0.111111111111111,NA,9
"884","RMO 266","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.454920607,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"885","RMO 267","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.493042081,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"886","RMO 268","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"M",1,2.555,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,1,17
"887","RMO 269","Amazon","Rondonia",-9.223,"RMO",6,"C",28,"F",0,2.443,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"888","RMO 270","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.538,19,NA,NA,20,NA,1,0.05,0.0526315789473684,1,1,NA,2,20
"889","RMO 271","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.782,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,1,22
"890","RMO 272","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.884,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"891","RMO 273","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.955,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"892","RMO 274","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"F",0,2.983,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"893","RMO 275","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.923,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,4,27
"894","RMO 276","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"F",0,2.825,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"895","RMO 277","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"F",0,2.852,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"896","RMO 278","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.781,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,3,24
"897","RMO 279","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.861,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,2,24
"898","RMO 280","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,3.175,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,5,27
"899","RMO 281","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"F",0,2.672,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"900","RMO 282","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.733,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"901","RMO 283","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"M",1,2.833,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"902","RMO 284","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"F",0,2.83,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,3,26
"903","RMO 285","Amazon","Rondonia",-9.223,"RMO",18,"A",20,"F",0,2.921,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,5,27
"904","RMO 286","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.753,14,NA,NA,17,NA,1,0.0588235294117647,0.0714285714285714,3,0.333333333333333,NA,1,17
"905","RMO 287","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"F",0,2.654,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"906","RMO 288","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"F",0,2.74,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,4,19
"907","RMO 289","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.64,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"908","RMO 290","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.831,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,4,20
"909","RMO 291","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,NA,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,2,18
"910","RMO 292","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"F",0,2.523,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"911","RMO 293","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.557,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"912","RMO 294","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,NA,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,0,19
"913","RMO 295","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"F",0,2.683,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"914","RMO 296","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.613,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"915","RMO 297","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"F",0,2.516,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"916","RMO 298","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.508,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,3,18
"917","RMO 299","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.617,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,3,18
"918","RMO 300","Amazon","Rondonia",-9.223,"RMO",18,"B",24,"M",1,2.817,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"919","RMO 301","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.538,11,NA,NA,13,NA,1,0.0769230769230769,0.0909090909090909,2,0.5,NA,2,13
"920","RMO 302","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"",NA,NA,NA,NA,18,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"921","RMO 303","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.57,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"922","RMO 304","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"F",0,2.733,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"923","RMO 305","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"924","RMO 306","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"",NA,NA,NA,NA,16,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"925","RMO 307","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.496,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,1,16
"926","RMO 308","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"F",0,2.528,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,0,17
"927","RMO 309","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,NA,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,0,18
"928","RMO 310","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"F",0,NA,19,NA,NA,20,NA,1,0.05,0.0526315789473684,1,1,NA,0,20
"929","RMO 311","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.504,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"930","RMO 312","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.497,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"931","RMO 313","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.678,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"932","RMO 314","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"M",1,2.84,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,2,18
"933","RMO 315","Amazon","Rondonia",-9.223,"RMO",18,"C",28,"",NA,NA,NA,2,NA,NA,2,0,NA,NA,NA,NA,0.5,NA,2
"934","RMO 316","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"M",1,2.755,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"935","RMO 317","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"",NA,NA,NA,NA,21,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"936","RMO 318","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,3.092,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,6,26
"937","RMO 319","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,2.901,24,NA,NA,26,NA,1,0.0384615384615385,0.0416666666666667,2,0.5,NA,5,26
"938","RMO 320","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"",NA,NA,NA,5,NA,NA,5,0,NA,NA,NA,NA,0.2,NA,5
"939","RMO 321","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,2.934,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"940","RMO 322","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,2.916,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,6,22
"941","RMO 323","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,2.96,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,4,25
"942","RMO 324","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,2.972,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,5,25
"943","RMO 325","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"",NA,NA,NA,NA,26,NA,26,0,NA,NA,NA,NA,0.0384615384615385,NA,26
"944","RMO 326","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"M",1,2.798,20,NA,NA,24,NA,1,0.0416666666666667,0.05,4,0.25,NA,3,24
"945","RMO 327","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"M",1,2.871,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"946","RMO 328","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,2.866,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,6,25
"947","RMO 329","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"M",1,2.916,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"948","RMO 330","Amazon","Rondonia",-9.223,"RMO",24,"A",20,"F",0,3.04,26,NA,NA,29,NA,1,0.0344827586206897,0.0384615384615385,3,0.333333333333333,NA,6,29
"949","RMO 331","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.75,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"950","RMO 332","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"F",0,2.58,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,4,19
"951","RMO 333","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.747,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,4,20
"952","RMO 334","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"F",0,2.756,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"953","RMO 335","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,3.038,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,4,24
"954","RMO 336","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"F",0,2.561,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,3,18
"955","RMO 337","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"F",0,NA,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"956","RMO 338","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.686,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"957","RMO 339","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"",NA,NA,NA,NA,21,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"958","RMO 340","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.762,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,3,24
"959","RMO 341","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.781,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"960","RMO 342","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,NA,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,1,20
"961","RMO 343","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.848,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,4,23
"962","RMO 344","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"F",0,2.632,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,2,24
"963","RMO 345","Amazon","Rondonia",-9.223,"RMO",24,"B",24,"M",1,2.871,23,NA,NA,24,NA,1,0.0416666666666667,0.0434782608695652,1,1,NA,4,24
"964","RMO 346","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"M",1,2.511,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"965","RMO 347","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"M",1,2.494,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"966","RMO 348","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.473,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"967","RMO 349","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.375,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"968","RMO 350","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"",NA,NA,NA,19,NA,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"969","RMO 351","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.431,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"970","RMO 352","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.458,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"971","RMO 353","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.487,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"972","RMO 354","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"M",1,2.54,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"973","RMO 355","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"",NA,NA,NA,17,NA,NA,17,0,NA,NA,NA,NA,0.0588235294117647,NA,17
"974","RMO 356","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.636,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,2,14
"975","RMO 357","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.546,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,1,18
"976","RMO 358","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"F",0,2.524,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"977","RMO 359","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"",NA,NA,NA,NA,19,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"978","RMO 360","Amazon","Rondonia",-9.223,"RMO",24,"C",28,"",NA,NA,NA,9,NA,NA,9,0,NA,NA,NA,NA,0.111111111111111,NA,9
"979","RMO 361","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"F",0,2.793,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"980","RMO 362","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"F",0,2.723,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,5,21
"981","RMO 363","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.693,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"982","RMO 364","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.818,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,5,25
"983","RMO 365","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"",NA,NA,NA,NA,24,NA,24,0,NA,NA,NA,NA,0.0416666666666667,NA,24
"984","RMO 366","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.765,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"985","RMO 367","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"F",0,2.725,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,6,24
"986","RMO 368","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.72,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"987","RMO 369","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"F",0,2.627,23,NA,NA,25,NA,1,0.04,0.0434782608695652,2,0.5,NA,5,25
"988","RMO 370","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.861,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,5,26
"989","RMO 371","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.893,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"990","RMO 372","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.811,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"991","RMO 373","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"F",0,2.971,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,6,25
"992","RMO 374","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"M",1,2.96,26,NA,NA,29,NA,1,0.0344827586206897,0.0384615384615385,3,0.333333333333333,NA,6,29
"993","RMO 375","Amazon","Rondonia",-9.223,"RMO",27,"A",20,"",NA,NA,NA,17,NA,NA,17,0,NA,NA,NA,NA,0.0588235294117647,NA,17
"994","RMO 376","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.781,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"995","RMO 378","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.8,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,4,19
"996","RMO 379","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.801,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"997","RMO 380","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"",NA,NA,NA,23,NA,NA,23,0,NA,NA,NA,NA,0.0434782608695652,NA,23
"998","RMO 381","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.562,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"999","RMO 382","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.58,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"1000","RMO 383","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.749,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"1001","RMO 384","Amazon","Rondonia",-9.223,"RMO",27,"B",24,"M",1,2.755,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
